球員,位置,攻擊得分,攔網得分,發球得分,接發,防守,舉球,總得分,match_id,隊伍類型,球員名稱
陳政錡 #4,MiddleBlocker,9,1,1,0,2,0,11,6074,客隊,陳政錡
許美中 #56,MiddleBlocker,5,2,0,6,4,1,7,6074,客隊,許美中
甘茂宏 #9,MiddleBlocker,4,1,0,1,0,0,5,6074,客隊,甘茂宏
高得益 #12,Setter,1,1,1,0,1,29,3,6074,客隊,高得益
豹爾文 #27,OppositeHitter,1,1,0,0,0,0,2,6074,客隊,豹爾文
阿薩力 #99,OutsideHitter,1,0,0,4,1,1,1,6074,客隊,阿薩力
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6074,客隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,1,8,0,6074,客隊,黃仁威
鄭玉森 #16,Libero,0,0,0,9,3,0,0,6074,客隊,鄭玉森
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,0,0,0,6074,客隊,洪𤋮鈞
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,6074,客隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6074,客隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6074,客隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6074,客隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6074,客隊,黃意凱
雷貝洛 #8,OutsideHitter,20,1,3,10,0,0,24,6074,主隊,雷貝洛
哈雷 #3,OutsideHitter,18,0,2,6,0,0,20,6074,主隊,哈雷
曾祥銘 #14,MiddleBlocker,9,6,0,0,0,0,15,6074,主隊,曾祥銘
高偉誠 #9,OppositeHitter,8,2,2,0,4,0,12,6074,主隊,高偉誠
安德烈 #5,MiddleBlocker,4,2,0,0,1,1,6,6074,主隊,安德烈
楊子頡 #11,OutsideHitter,2,0,0,1,1,0,2,6074,主隊,楊子頡
郭宇祥 #12,Setter,0,1,0,0,0,32,1,6074,主隊,郭宇祥
趙宇陽 #7,Setter,0,0,0,0,1,8,0,6074,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,5,1,1,0,6074,主隊,簡顯銘
范鍾坪圻 #18,Libero,0,0,0,0,3,0,0,6074,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6074,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6074,主隊,陳冠中
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6074,主隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6074,主隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6074,主隊,陳冠銘
施琅 #9,OutsideHitter,21,1,2,11,5,1,24,6075,客隊,施琅
漢佳 #2,OutsideHitter,15,1,4,13,1,0,20,6075,客隊,漢佳
吳宗軒 #11,OppositeHitter,15,2,1,0,0,1,18,6075,客隊,吳宗軒
蔡秉諺 #14,MiddleBlocker,6,4,1,0,0,0,11,6075,客隊,蔡秉諺
汪秉勳 #15,MiddleBlocker,4,0,0,1,1,0,4,6075,客隊,汪秉勳
薩蘭迪 #17,Setter,1,0,0,0,2,45,1,6075,客隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6075,客隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,1,0,6075,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6075,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,13,10,1,0,6075,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6075,客隊,宋柏霆
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,6075,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6075,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6075,客隊,許廷恩
思丹 #10,OppositeHitter,25,0,1,0,3,0,26,6075,主隊,思丹
陳建禎 #19,OutsideHitter,11,1,0,15,4,0,12,6075,主隊,陳建禎
阿巴西 #77,OutsideHitter,9,1,0,3,3,0,10,6075,主隊,阿巴西
馬亞拉 #17,MiddleBlocker,5,4,0,2,0,0,9,6075,主隊,馬亞拉
彭浩銘 #2,MiddleBlocker,3,3,0,0,0,0,6,6075,主隊,彭浩銘
周冠宇 #11,OppositeHitter,0,0,3,0,0,0,3,6075,主隊,周冠宇
柯宗甫 #13,MiddleBlocker,2,1,0,1,0,0,3,6075,主隊,柯宗甫
睿克 #14,OutsideHitter,3,0,0,7,3,1,3,6075,主隊,睿克
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6075,主隊,呂慶鴻
陳玠廷 #7,Setter,0,0,0,0,0,4,0,6075,主隊,陳玠廷
鄭博升 #9,Libero,0,0,0,0,0,0,0,6075,主隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6075,主隊,張庭輔
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6075,主隊,許睿恩
林聖恩 #27,Libero,0,0,0,13,4,0,0,6075,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,58,0,6075,主隊,禹良聖
盧清銓 #22,Setter,0,0,0,0,0,0,0,6075,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6075,主隊,馬可
李權紘 #66,OppositeHitter,14,1,2,0,1,0,17,6076,客隊,李權紘
劉鴻敏 #7,OutsideHitter,13,2,0,10,1,0,15,6076,客隊,劉鴻敏
阿薩力 #99,OutsideHitter,11,1,1,10,2,0,13,6076,客隊,阿薩力
陳政錡 #4,MiddleBlocker,6,0,0,0,1,1,6,6076,客隊,陳政錡
豹爾文 #27,OppositeHitter,5,1,0,0,2,0,6,6076,客隊,豹爾文
甘茂宏 #9,MiddleBlocker,1,3,0,0,0,0,4,6076,客隊,甘茂宏
黃仁威 #20,Setter,1,2,0,0,1,17,3,6076,客隊,黃仁威
高得益 #12,Setter,0,2,0,0,0,24,2,6076,客隊,高得益
許美中 #56,MiddleBlocker,2,0,0,5,0,0,2,6076,客隊,許美中
洪𤋮鈞 #8,OppositeHitter,1,0,0,1,0,0,1,6076,客隊,洪𤋮鈞
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6076,客隊,李尼希米
鄭玉森 #16,Libero,0,0,0,11,3,0,0,6076,客隊,鄭玉森
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,6076,客隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6076,客隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6076,客隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6076,客隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6076,客隊,黃意凱
思丹 #10,OppositeHitter,24,2,1,0,1,0,27,6076,主隊,思丹
陳建禎 #19,OutsideHitter,12,2,0,6,6,2,14,6076,主隊,陳建禎
柯宗甫 #13,MiddleBlocker,7,2,1,1,2,0,10,6076,主隊,柯宗甫
睿克 #14,OutsideHitter,9,0,0,5,2,0,9,6076,主隊,睿克
阿巴西 #77,OutsideHitter,7,0,0,11,0,1,7,6076,主隊,阿巴西
馬亞拉 #17,MiddleBlocker,5,0,0,1,0,0,5,6076,主隊,馬亞拉
彭浩銘 #2,MiddleBlocker,0,1,0,0,0,0,1,6076,主隊,彭浩銘
陳玠廷 #7,Setter,0,0,1,0,3,40,1,6076,主隊,陳玠廷
張庭輔 #12,OutsideHitter,1,0,0,2,0,0,1,6076,主隊,張庭輔
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6076,主隊,呂慶鴻
鄭博升 #9,Libero,0,0,0,0,0,0,0,6076,主隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,1,0,0,6076,主隊,周冠宇
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6076,主隊,許睿恩
林聖恩 #27,Libero,0,0,0,12,3,2,0,6076,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,1,9,0,6076,主隊,禹良聖
盧清銓 #22,Setter,0,0,0,0,0,0,0,6076,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6076,主隊,馬可
施琅 #9,OutsideHitter,25,0,1,7,1,0,26,6077,客隊,施琅
吳宗軒 #11,OppositeHitter,21,0,0,0,0,1,21,6077,客隊,吳宗軒
漢佳 #2,OutsideHitter,10,1,2,6,2,3,13,6077,客隊,漢佳
汪秉勳 #15,MiddleBlocker,4,1,0,1,1,0,5,6077,客隊,汪秉勳
蔡秉諺 #14,MiddleBlocker,2,2,1,0,0,0,5,6077,客隊,蔡秉諺
薩蘭迪 #17,Setter,3,0,0,0,1,57,3,6077,客隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,1,0,0,0,0,1,6077,客隊,許廷恩
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6077,客隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,0,0,6077,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6077,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,13,2,5,0,6077,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,1,1,0,0,6077,客隊,宋柏霆
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,6077,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6077,客隊,蘇厚禎
雷貝洛 #8,OutsideHitter,19,2,2,7,3,3,23,6077,主隊,雷貝洛
哈雷 #3,OutsideHitter,17,2,1,17,1,0,20,6077,主隊,哈雷
高偉誠 #9,OppositeHitter,12,0,2,0,2,0,14,6077,主隊,高偉誠
曾祥銘 #14,MiddleBlocker,5,2,3,0,0,0,10,6077,主隊,曾祥銘
安德烈 #5,MiddleBlocker,1,4,0,1,0,0,5,6077,主隊,安德烈
郭宇祥 #12,Setter,0,1,0,0,0,16,1,6077,主隊,郭宇祥
陳冠中 #21,MiddleBlocker,0,1,0,0,0,0,1,6077,主隊,陳冠中
趙宇陽 #7,Setter,0,0,0,0,0,31,0,6077,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,7,1,0,0,6077,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6077,主隊,楊子頡
范鍾坪圻 #18,Libero,0,0,0,0,2,0,0,6077,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6077,主隊,劉少宇
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6077,主隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6077,主隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6077,主隊,陳冠銘
雷貝洛 #8,OutsideHitter,20,1,1,9,0,1,22,6078,客隊,雷貝洛
哈雷 #3,OutsideHitter,17,0,1,11,2,0,18,6078,客隊,哈雷
曾祥銘 #14,MiddleBlocker,8,4,1,1,0,1,13,6078,客隊,曾祥銘
高偉誠 #9,OppositeHitter,8,1,3,0,3,2,12,6078,客隊,高偉誠
安德烈 #5,MiddleBlocker,3,4,0,0,2,0,7,6078,客隊,安德烈
趙宇陽 #7,Setter,1,0,1,0,1,30,2,6078,客隊,趙宇陽
陳冠中 #21,MiddleBlocker,1,0,0,0,0,0,1,6078,客隊,陳冠中
簡顯銘 #10,Libero,0,0,0,8,4,1,0,6078,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,2,0,0,6078,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,10,0,6078,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,3,0,0,6078,客隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6078,客隊,劉少宇
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6078,客隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6078,客隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6078,客隊,陳冠銘
施琅 #9,OutsideHitter,20,0,0,5,5,1,20,6078,主隊,施琅
吳宗軒 #11,OppositeHitter,18,0,0,0,5,1,18,6078,主隊,吳宗軒
漢佳 #2,OutsideHitter,13,1,2,9,1,1,16,6078,主隊,漢佳
汪秉勳 #15,MiddleBlocker,2,2,0,0,1,0,4,6078,主隊,汪秉勳
蔡秉諺 #14,MiddleBlocker,2,2,0,0,2,0,4,6078,主隊,蔡秉諺
薩蘭迪 #17,Setter,0,1,0,0,3,40,1,6078,主隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6078,主隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,0,0,6078,主隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6078,主隊,林冠洲
張昀亮 #16,Libero,0,0,0,4,14,2,0,6078,主隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6078,主隊,宋柏霆
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,6078,主隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6078,主隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6078,主隊,許廷恩
思丹 #10,OppositeHitter,15,2,3,0,2,0,20,6079,客隊,思丹
睿克 #14,OutsideHitter,18,1,0,11,3,0,19,6079,客隊,睿克
陳建禎 #19,OutsideHitter,10,4,0,9,5,1,14,6079,客隊,陳建禎
柯宗甫 #13,MiddleBlocker,5,2,1,0,4,0,8,6079,客隊,柯宗甫
周冠宇 #11,OppositeHitter,4,0,1,0,2,0,5,6079,客隊,周冠宇
馬亞拉 #17,MiddleBlocker,3,2,0,1,0,0,5,6079,客隊,馬亞拉
阿巴西 #77,OutsideHitter,2,0,0,0,1,0,2,6079,客隊,阿巴西
陳玠廷 #7,Setter,0,0,1,0,2,32,1,6079,客隊,陳玠廷
張庭輔 #12,OutsideHitter,1,0,0,0,0,0,1,6079,客隊,張庭輔
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6079,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6079,客隊,彭浩銘
鄭博升 #9,Libero,0,0,0,3,0,1,0,6079,客隊,鄭博升
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6079,客隊,許睿恩
林聖恩 #27,Libero,0,0,0,7,2,2,0,6079,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,3,12,0,6079,客隊,禹良聖
盧清銓 #22,Setter,0,0,0,0,0,0,0,6079,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6079,客隊,馬可
李權紘 #66,OppositeHitter,28,3,0,0,3,0,31,6079,主隊,李權紘
劉鴻敏 #7,OutsideHitter,14,1,0,8,4,0,15,6079,主隊,劉鴻敏
阿薩力 #99,OutsideHitter,8,1,1,12,8,0,10,6079,主隊,阿薩力
高得益 #12,Setter,0,1,3,0,3,48,4,6079,主隊,高得益
陳政錡 #4,MiddleBlocker,2,1,0,1,1,1,3,6079,主隊,陳政錡
甘茂宏 #9,MiddleBlocker,2,0,1,1,1,0,3,6079,主隊,甘茂宏
黃仁威 #20,Setter,1,0,0,0,0,7,1,6079,主隊,黃仁威
洪𤋮鈞 #8,OppositeHitter,1,0,0,2,2,0,1,6079,主隊,洪𤋮鈞
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6079,主隊,李尼希米
鄭玉森 #16,Libero,0,0,0,16,9,5,0,6079,主隊,鄭玉森
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6079,主隊,豹爾文
許美中 #56,MiddleBlocker,0,0,0,1,0,0,0,6079,主隊,許美中
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,6079,主隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6079,主隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6079,主隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6079,主隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6079,主隊,黃意凱
雷貝洛 #8,OutsideHitter,22,2,1,6,6,2,25,6080,客隊,雷貝洛
哈雷 #3,OutsideHitter,13,2,1,2,5,0,16,6080,客隊,哈雷
楊子頡 #11,OutsideHitter,9,1,1,12,4,1,11,6080,客隊,楊子頡
曾祥銘 #14,MiddleBlocker,5,4,2,0,3,0,11,6080,客隊,曾祥銘
安德烈 #5,MiddleBlocker,4,2,0,0,1,0,6,6080,客隊,安德烈
趙宇陽 #7,Setter,0,1,2,0,4,29,3,6080,客隊,趙宇陽
高偉誠 #9,OppositeHitter,2,0,0,0,0,0,2,6080,客隊,高偉誠
陳冠中 #21,MiddleBlocker,0,0,1,0,0,0,1,6080,客隊,陳冠中
簡顯銘 #10,Libero,0,0,0,10,3,0,0,6080,客隊,簡顯銘
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6080,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,3,0,0,6080,客隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6080,客隊,劉少宇
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6080,客隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6080,客隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6080,客隊,陳冠銘
劉鴻敏 #7,OutsideHitter,18,1,0,7,2,0,19,6080,主隊,劉鴻敏
李權紘 #66,OppositeHitter,16,2,1,0,3,0,19,6080,主隊,李權紘
陳政錡 #4,MiddleBlocker,7,1,0,0,1,1,8,6080,主隊,陳政錡
甘茂宏 #9,MiddleBlocker,4,2,0,0,4,1,6,6080,主隊,甘茂宏
洪𤋮鈞 #8,OppositeHitter,5,0,0,9,7,2,5,6080,主隊,洪𤋮鈞
許美中 #56,MiddleBlocker,2,0,0,0,2,0,2,6080,主隊,許美中
高得益 #12,Setter,0,0,1,0,1,7,1,6080,主隊,高得益
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6080,主隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,4,30,0,6080,主隊,黃仁威
鄭玉森 #16,Libero,0,0,0,12,10,1,0,6080,主隊,鄭玉森
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6080,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,2,0,0,0,6080,主隊,阿薩力
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,6080,主隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6080,主隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6080,主隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6080,主隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6080,主隊,黃意凱
睿克 #14,OutsideHitter,15,1,1,5,2,0,17,6081,客隊,睿克
思丹 #10,OppositeHitter,8,1,0,0,1,0,9,6081,客隊,思丹
馬亞拉 #17,MiddleBlocker,4,2,0,2,0,1,6,6081,客隊,馬亞拉
阿巴西 #77,OutsideHitter,3,0,1,2,0,0,4,6081,客隊,阿巴西
禹良聖 #30,Setter,0,2,0,0,2,13,2,6081,客隊,禹良聖
彭浩銘 #2,MiddleBlocker,0,0,1,0,1,0,1,6081,客隊,彭浩銘
陳玠廷 #7,Setter,0,0,1,0,2,10,1,6081,客隊,陳玠廷
周冠宇 #11,OppositeHitter,1,0,0,0,0,0,1,6081,客隊,周冠宇
許睿恩 #15,MiddleBlocker,0,1,0,0,0,0,1,6081,客隊,許睿恩
陳建禎 #19,OutsideHitter,1,0,0,3,1,0,1,6081,客隊,陳建禎
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6081,客隊,呂慶鴻
鄭博升 #9,Libero,0,0,0,0,0,0,0,6081,客隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6081,客隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,1,0,0,0,6081,客隊,柯宗甫
林聖恩 #27,Libero,0,0,0,7,2,0,0,6081,客隊,林聖恩
盧清銓 #22,Setter,0,0,0,0,0,0,0,6081,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6081,客隊,馬可
施琅 #9,OutsideHitter,19,0,2,5,5,0,21,6081,主隊,施琅
吳宗軒 #11,OppositeHitter,16,1,2,0,5,1,19,6081,主隊,吳宗軒
漢佳 #2,OutsideHitter,9,1,0,2,5,0,10,6081,主隊,漢佳
蔡秉諺 #14,MiddleBlocker,4,0,0,0,1,0,4,6081,主隊,蔡秉諺
汪秉勳 #15,MiddleBlocker,0,1,1,1,0,0,2,6081,主隊,汪秉勳
薩蘭迪 #17,Setter,1,0,0,0,4,33,1,6081,主隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6081,主隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,2,0,6081,主隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,2,0,1,0,6081,主隊,林冠洲
張昀亮 #16,Libero,0,0,0,7,5,2,0,6081,主隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6081,主隊,宋柏霆
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,6081,主隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6081,主隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6081,主隊,許廷恩
吳宗軒 #11,OppositeHitter,21,1,2,0,2,2,24,6082,客隊,吳宗軒
漢佳 #2,OutsideHitter,21,1,2,9,4,0,24,6082,客隊,漢佳
施琅 #9,OutsideHitter,23,0,0,10,4,1,23,6082,客隊,施琅
蔡秉諺 #14,MiddleBlocker,2,3,0,0,2,0,5,6082,客隊,蔡秉諺
汪秉勳 #15,MiddleBlocker,1,0,0,0,0,0,1,6082,客隊,汪秉勳
薩蘭迪 #17,Setter,0,0,1,0,3,55,1,6082,客隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6082,客隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,1,0,6082,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6082,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,6,7,4,0,6082,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,1,0,0,0,6082,客隊,宋柏霆
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,6082,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6082,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6082,客隊,許廷恩
哈雷 #3,OutsideHitter,22,1,2,0,4,0,25,6082,主隊,哈雷
雷貝洛 #8,OutsideHitter,16,1,0,12,3,0,17,6082,主隊,雷貝洛
曾祥銘 #14,MiddleBlocker,6,1,1,0,1,1,8,6082,主隊,曾祥銘
安德烈 #5,MiddleBlocker,4,2,0,0,0,0,6,6082,主隊,安德烈
楊子頡 #11,OutsideHitter,3,1,0,9,1,2,4,6082,主隊,楊子頡
趙宇陽 #7,Setter,0,0,0,0,5,49,0,6082,主隊,趙宇陽
高偉誠 #9,OppositeHitter,0,0,0,0,0,0,0,6082,主隊,高偉誠
簡顯銘 #10,Libero,0,0,0,6,2,1,0,6082,主隊,簡顯銘
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6082,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,1,0,0,6082,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6082,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6082,主隊,陳冠中
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6082,主隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6082,主隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6082,主隊,陳冠銘
睿克 #14,OutsideHitter,27,1,1,16,1,1,29,6083,客隊,睿克
思丹 #10,OppositeHitter,20,1,0,0,2,0,21,6083,客隊,思丹
馬亞拉 #17,MiddleBlocker,8,9,0,2,0,2,17,6083,客隊,馬亞拉
陳建禎 #19,OutsideHitter,15,0,0,9,2,3,15,6083,客隊,陳建禎
柯宗甫 #13,MiddleBlocker,4,2,1,3,0,0,7,6083,客隊,柯宗甫
陳玠廷 #7,Setter,0,1,0,0,4,76,1,6083,客隊,陳玠廷
周冠宇 #11,OppositeHitter,0,1,0,0,1,0,1,6083,客隊,周冠宇
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6083,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6083,客隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,6083,客隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6083,客隊,張庭輔
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6083,客隊,許睿恩
林聖恩 #27,Libero,0,0,0,23,8,2,0,6083,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,1,4,0,6083,客隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6083,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,0,0,6083,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6083,客隊,馬可
劉鴻敏 #7,OutsideHitter,33,1,0,14,4,1,34,6083,主隊,劉鴻敏
許美中 #56,MiddleBlocker,11,3,3,9,7,7,17,6083,主隊,許美中
李權紘 #66,OppositeHitter,8,1,2,0,5,1,11,6083,主隊,李權紘
甘茂宏 #9,MiddleBlocker,6,4,1,3,1,0,11,6083,主隊,甘茂宏
陳政錡 #4,MiddleBlocker,3,1,1,0,1,0,5,6083,主隊,陳政錡
高得益 #12,Setter,0,2,0,0,4,67,2,6083,主隊,高得益
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6083,主隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,0,0,0,6083,主隊,黃仁威
鄭玉森 #16,Libero,0,0,0,22,12,2,0,6083,主隊,鄭玉森
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6083,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6083,主隊,阿薩力
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,1,0,0,6083,主隊,洪𤋮鈞
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,6083,主隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6083,主隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6083,主隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6083,主隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6083,主隊,黃意凱
施琅 #9,OutsideHitter,17,1,0,8,1,0,18,6084,客隊,施琅
吳宗軒 #11,OppositeHitter,15,0,0,0,5,1,15,6084,客隊,吳宗軒
漢佳 #2,OutsideHitter,5,4,2,7,3,3,11,6084,客隊,漢佳
蔡秉諺 #14,MiddleBlocker,4,2,0,0,0,0,6,6084,客隊,蔡秉諺
薩蘭迪 #17,Setter,0,0,2,0,4,44,2,6084,客隊,薩蘭迪
汪秉勳 #15,MiddleBlocker,1,0,0,0,0,0,1,6084,客隊,汪秉勳
林冠洲 #13,OutsideHitter,1,0,0,2,0,0,1,6084,客隊,林冠洲
宋柏霆 #12,OutsideHitter,0,1,0,0,0,0,1,6084,客隊,宋柏霆
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6084,客隊,黃謙巽
